season,raceName,driverRef,first_set,stint_1,second_set,stint_2,third_set,stint_3,fourth_set,stint_4,fifth_set,stint_5,sixth_set,stint_6,total
2016,Malaysian Grand Prix,massa,Soft,1,Hard,5,Hard,25,Medium,24,,,,,55
2016,Malaysian Grand Prix,kvyat,Soft,1,Hard,28,Soft,11,Soft,15,,,,,55
2016,Malaysian Grand Prix,wehrlein,Soft,9,Hard,21,Hard,11,Soft,14,,,,,55
2016,Malaysian Grand Prix,ocon,Soft,12,Hard,19,Hard,24,,,,,,,55
2016,Malaysian Grand Prix,nasr,Medium,32,Hard,14,,,,,,,,,46
2016,Malaysian Grand Prix,hamilton,Soft,20,Hard,,,,,,,,,,20
2016,Malaysian Grand Prix,gutierrez,Soft,1,Soft,21,Hard,,,,,,,,22
2016,Malaysian Grand Prix,magnussen,Medium,1,Hard,,,,,,,,,,1
2016,Malaysian Grand Prix,grosjean,Soft,,,,,,,,,,,,0
2016,Malaysian Grand Prix,vettel,,,,,,,,,,,,,0
2017,Malaysian Grand Prix,verstappen,Super soft,27,Soft,29,,,,,,,,,56
2017,Malaysian Grand Prix,hamilton,Super soft,26,Soft,30,,,,,,,,,56
2017,Malaysian Grand Prix,ricciardo,Super soft,29,Soft,27,,,,,,,,,56
2017,Malaysian Grand Prix,vettel,Soft,27,Super soft,29,,,,,,,,,56
2017,Malaysian Grand Prix,bottas,Super soft,28,Soft,28,,,,,,,,,56
2017,Malaysian Grand Prix,perez,Super soft,30,Soft,26,,,,,,,,,56
2017,Malaysian Grand Prix,vandoorne,Super soft,13,Soft,42,,,,,,,,,55
2017,Malaysian Grand Prix,stroll,Super soft,12,Soft,43,,,,,,,,,55
2017,Malaysian Grand Prix,massa,Super soft,11,Soft,44,,,,,,,,,55
2017,Malaysian Grand Prix,ocon,Super soft,2,Soft,53,,,,,,,,,55
2017,Malaysian Grand Prix,alonso,Super soft,26,Soft,29,,,,,,,,,55
2017,Malaysian Grand Prix,magnussen,Super soft,10,Soft,45,,,,,,,,,55
2017,Malaysian Grand Prix,grosjean,Super soft,11,Soft,22,Super soft,22,,,,,,,55
2017,Malaysian Grand Prix,gasly,Super soft,12,Soft,43,,,,,,,,,55
2017,Malaysian Grand Prix,palmer,Super soft,13,Soft,42,,,,,,,,,55
2017,Malaysian Grand Prix,hulkenberg,Super soft,9,Soft,41,Super soft,5,,,,,,,55
2017,Malaysian Grand Prix,wehrlein,Soft,37,Super soft,18,,,,,,,,,55
2017,Malaysian Grand Prix,ericsson,Soft,38,Super soft,16,,,,,,,,,54
2017,Malaysian Grand Prix,sainz,Super soft,,,,,,,,,,,,0
2017,Malaysian Grand Prix,raikkonen,Super soft,,,,,,,,,,,,
2016,Mexican Grand Prix,hamilton,Soft,17,Medium,54,,,,,,,,,71
2016,Mexican Grand Prix,rosberg,Soft,20,Medium,51,,,,,,,,,71
2016,Mexican Grand Prix,verstappen,Super soft,12,Medium,59,,,,,,,,,71
2016,Mexican Grand Prix,vettel,Soft,32,Medium,39,,,,,,,,,71
2016,Mexican Grand Prix,ricciardo,Super soft,1,Medium,49,Soft,21,,,,,,,71
2016,Mexican Grand Prix,raikkonen,Soft,20,Medium,25,Medium,26,,,,,,,71
2016,Mexican Grand Prix,hulkenberg,Super soft,14,Medium,57,,,,,,,,,71
2016,Mexican Grand Prix,bottas,Super soft,19,Medium,52,,,,,,,,,71
2016,Mexican Grand Prix,massa,Super soft,14,Medium,57,,,,,,,,,71
2016,Mexican Grand Prix,perez,Soft,20,Medium,51,,,,,,,,,71
2016,Mexican Grand Prix,ericsson,Soft,1,Medium,69,,,,,,,,,70
2016,Mexican Grand Prix,button,Soft,17,Medium,53,,,,,,,,,70
2016,Mexican Grand Prix,alonso,Soft,16,Medium,29,Soft,25,,,,,,,70
2016,Mexican Grand Prix,palmer,Super soft,1,Medium,69,,,,,,,,,70
2016,Mexican Grand Prix,sainz,Super soft,12,Medium,58,,,,,,,,,70
2016,Mexican Grand Prix,nasr,Medium,49,Super soft,21,,,,,,,,,70
2016,Mexican Grand Prix,kvyat,Soft,13,Soft,34,Super soft,23,,,,,,,70
2016,Mexican Grand Prix,magnussen,Soft,12,Medium,39,Super soft,19,,,,,,,70
2016,Mexican Grand Prix,gutierrez,Soft,12,Medium,36,Soft,22,,,,,,,70
2016,Mexican Grand Prix,grosjean,Soft,11,Medium,39,Soft,20,,,,,,,70
2016,Mexican Grand Prix,ocon,Soft,15,Medium,54,,,,,,,,,69
2016,Mexican Grand Prix,wehrlein,,,,,,,,,,,,,0
2017,Mexican Grand Prix,verstappen,Ultra soft,32,Super soft,39,,,,,,,,,71
2017,Mexican Grand Prix,bottas,Ultra soft,32,Super soft,39,,,,,,,,,71
2017,Mexican Grand Prix,raikkonen,Ultra soft,32,Soft,39,,,,,,,,,71
2017,Mexican Grand Prix,vettel,Ultra soft,1,Soft,31,Ultra soft,39,,,,,,,71
2017,Mexican Grand Prix,ocon,Ultra soft,20,Soft,50,,,,,,,,,70
2017,Mexican Grand Prix,stroll,Ultra soft,32,Super soft,38,,,,,,,,,70
2017,Mexican Grand Prix,perez,Ultra soft,18,Soft,32,Ultra soft,20,,,,,,,70
2017,Mexican Grand Prix,magnussen,Ultra soft,31,Soft,39,,,,,,,,,70
2017,Mexican Grand Prix,hamilton,Ultra soft,1,Soft,30,Super soft,39,,,,,,,70
2017,Mexican Grand Prix,alonso,Super soft,32,Ultra soft,38,,,,,,,,,70
2017,Mexican Grand Prix,massa,Ultra soft,3,Soft,67,,,,,,,,,70
2017,Mexican Grand Prix,vandoorne,Ultra soft,31,Super soft,39,,,,,,,,,70
2017,Mexican Grand Prix,gasly,Ultra soft,31,Super soft,39,,,,,,,,,70
2017,Mexican Grand Prix,wehrlein,Ultra soft,4,Soft,65,,,,,,,,,69
2017,Mexican Grand Prix,grosjean,Super soft,31,Soft,31,Ultra soft,7,,,,,,,69
2017,Mexican Grand Prix,sainz,Ultra soft,2,Soft,29,Ultra soft,,,,,,,,31
2017,Mexican Grand Prix,ericsson,Ultra soft,28,Super soft,,,,,,,,,,28
2017,Mexican Grand Prix,hartley,Ultra soft,,,,,,,,,,,,0
2017,Mexican Grand Prix,hulkenberg,Ultra soft,19,Soft,,,,,,,,,,19
2017,Mexican Grand Prix,ricciardo,Ultra soft,,,,,,,,,,,,0
2016,Monaco Grand Prix,hamilton,Wet,31,Ultra soft,47,,,,,,,,,78
2016,Monaco Grand Prix,ricciardo,Wet,23,Intermediate,9,Super soft,46,,,,,,,78
2016,Monaco Grand Prix,perez,Wet,21,Intermediate,9,Soft,48,,,,,,,78
2016,Monaco Grand Prix,vettel,Wet,13,Intermediate,18,Soft,47,,,,,,,78
2016,Monaco Grand Prix,alonso,Wet,14,Intermediate,18,Super soft,46,,,,,,,78
2016,Monaco Grand Prix,hulkenberg,Wet,15,Intermediate,16,Soft,47,,,,,,,78
2016,Monaco Grand Prix,rosberg,Wet,20,Intermediate,11,Ultra soft,47,,,,,,,78
2016,Monaco Grand Prix,sainz,Wet,21,Intermediate,10,Super soft,46,,,,,,,77
2016,Monaco Grand Prix,button,Wet,8,Intermediate,22,Super soft,47,,,,,,,77
2016,Monaco Grand Prix,massa,Wet,20,Intermediate,12,Super soft,45,,,,,,,77
2016,Monaco Grand Prix,bottas,Wet,15,Intermediate,15,Super soft,19,Ultra soft,28,,,,,77
2016,Monaco Grand Prix,gutierrez,Wet,16,Intermediate,16,Ultra soft,45,,,,,,,77
2016,Monaco Grand Prix,wehrlein,Wet,31,Ultra soft,45,,,,,,,,,76
2016,Monaco Grand Prix,grosjean,Wet,15,Intermediate,15,Ultra soft,46,,,,,,,76
2016,Monaco Grand Prix,haryanto,Wet,11,Intermediate,23,Ultra soft,13,Ultra soft,27,,,,,74
2016,Monaco Grand Prix,ericsson,Wet,11,Intermediate,18,Ultra soft,20,Ultra soft,,,,,,49
2016,Monaco Grand Prix,nasr,Wet,8,Intermediate,24,Ultra soft,,,,,,,,32
2016,Monaco Grand Prix,verstappen,Wet,12,Intermediate,19,Soft,,,,,,,,31
2016,Monaco Grand Prix,magnussen,Wet,7,Intermediate,14,Intermediate,8,Super soft,,,,,,29
2016,Monaco Grand Prix,kvyat,Wet,7,Intermediate,,,,,,,,,,7
2016,Monaco Grand Prix,raikkonen,Wet,,,,,,,,,,,,0
2016,Monaco Grand Prix,palmer,Wet,,,,,,,,,,,,0
2017,Monaco Grand Prix,vettel,Ultra soft,39,Super soft,39,,,,,,,,,78
2017,Monaco Grand Prix,raikkonen,Ultra soft,34,Super soft,44,,,,,,,,,78
2017,Monaco Grand Prix,ricciardo,Ultra soft,38,Super soft,40,,,,,,,,,78
2017,Monaco Grand Prix,bottas,Ultra soft,33,Super soft,45,,,,,,,,,78
2017,Monaco Grand Prix,verstappen,Ultra soft,32,Super soft,28,Ultra soft,18,,,,,,,78
2017,Monaco Grand Prix,sainz,Ultra soft,37,Super soft,41,,,,,,,,,78
2017,Monaco Grand Prix,hamilton,Ultra soft,46,Super soft,32,,,,,,,,,78
2017,Monaco Grand Prix,grosjean,Ultra soft,40,Super soft,38,,,,,,,,,78
2017,Monaco Grand Prix,massa,Ultra soft,38,Super soft,24,Ultra soft,16,,,,,,,78
2017,Monaco Grand Prix,magnussen,Ultra soft,37,Super soft,5,Ultra soft,36,,,,,,,78
2017,Monaco Grand Prix,palmer,Ultra soft,42,Super soft,36,,,,,,,,,78
2017,Monaco Grand Prix,ocon,Ultra soft,36,Super soft,3,Ultra soft,21,Ultra soft,18,,,,,78
2017,Monaco Grand Prix,perez,Ultra soft,16,Super soft,47,Ultra soft,9,Ultra soft,6,,,,,78
2017,Monaco Grand Prix,kvyat,Ultra soft,36,Super soft,,,,,,,,,,36
2017,Monaco Grand Prix,stroll,Ultra soft,41,Super soft,26,Ultra soft,,,,,,,,67
2017,Monaco Grand Prix,vandoorne,Ultra soft,43,Super soft,,,,,,,,,,43
2017,Monaco Grand Prix,ericsson,Super soft,35,Ultra soft,,,,,,,,,,35
2017,Monaco Grand Prix,wehrlein,Super soft,1,Ultra soft,,,,,,,,,,1
2017,Monaco Grand Prix,button,Ultra soft,1,Super soft,38,Ultra soft,,,,,,,,39
2017,Monaco Grand Prix,hulkenberg,Ultra soft,,,,,,,,,,,,0
2016,Russian Grand Prix,rosberg,Super soft,21,Soft,32,,,,,,,,,53
2016,Russian Grand Prix,hamilton,Super soft,17,Soft,36,,,,,,,,,53
2016,Russian Grand Prix,raikkonen,Super soft,20,Soft,33,,,,,,,,,53
2016,Russian Grand Prix,bottas,Super soft,16,Soft,37,,,,,,,,,53
2016,Russian Grand Prix,massa,Super soft,18,Soft,28,Super soft,7,,,,,,,53
2016,Russian Grand Prix,alonso,Super soft,21,Soft,31,,,,,,,,,52
2016,Russian Grand Prix,magnussen,Super soft,16,Soft,36,,,,,,,,,52
2016,Russian Grand Prix,grosjean,Super soft,17,Soft,35,,,,,,,,,52
2016,Russian Grand Prix,perez,Super soft,1,Soft,26,Soft,25,,,,,,,52
2016,Russian Grand Prix,button,Super soft,20,Soft,32,,,,,,,,,52
2016,Russian Grand Prix,sainz,Super soft,11,Soft,41,,,,,,,,,52
2016,Russian Grand Prix,ricciardo,Super soft,1,Medium,28,Soft,23,,,,,,,52
2016,Russian Grand Prix,palmer,Super soft,14,Soft,38,,,,,,,,,52
2016,Russian Grand Prix,ericsson,Soft,1,Super soft,27,Super soft,24,,,,,,,52
2016,Russian Grand Prix,kvyat,Super soft,1,Medium,51,,,,,,,,,52
2016,Russian Grand Prix,nasr,Super soft,12,Soft,40,,,,,,,,,52
2016,Russian Grand Prix,gutierrez,Soft,1,Medium,8,Medium,43,,,,,,,52
2016,Russian Grand Prix,wehrlein,Super soft,13,Soft,26,Super soft,12,,,,,,,51
2016,Russian Grand Prix,verstappen,Super soft,22,Soft,,,,,,,,,,22
2016,Russian Grand Prix,vettel,Super soft,,,,,,,,,,,,0
2016,Russian Grand Prix,hulkenberg,Super soft,,,,,,,,,,,,0
2016,Russian Grand Prix,haryanto,Super soft,,,,,,,,,,,,0
2017,Russian Grand Prix,bottas,Ultra soft,27,Super soft,25,,,,,,,,,52
2017,Russian Grand Prix,vettel,Ultra soft,34,Super soft,18,,,,,,,,,52
2017,Russian Grand Prix,raikkonen,Ultra soft,29,Super soft,23,,,,,,,,,52
2017,Russian Grand Prix,hamilton,Ultra soft,30,Super soft,22,,,,,,,,,52
2017,Russian Grand Prix,verstappen,Ultra soft,29,Super soft,23,,,,,,,,,52
2017,Russian Grand Prix,perez,Ultra soft,27,Super soft,25,,,,,,,,,52
2017,Russian Grand Prix,ocon,Ultra soft,26,Super soft,26,,,,,,,,,52
2017,Russian Grand Prix,hulkenberg,Ultra soft,40,Super soft,12,,,,,,,,,52
2017,Russian Grand Prix,massa,Ultra soft,21,Super soft,20,Ultra soft,10,,,,,,,51
2017,Russian Grand Prix,sainz,Ultra soft,24,Super soft,27,,,,,,,,,51
2017,Russian Grand Prix,stroll,Ultra soft,26,Super soft,25,,,,,,,,,51
2017,Russian Grand Prix,kvyat,Ultra soft,21,Super soft,30,,,,,,,,,51
2017,Russian Grand Prix,magnussen,Ultra soft,21,Super soft,30,,,,,,,,,51
2017,Russian Grand Prix,vandoorne,Super soft,1,Ultra soft,23,Ultra soft,27,,,,,,,51
2017,Russian Grand Prix,ericsson,Super soft,1,Ultra soft,20,Ultra soft,30,,,,,,,51
2017,Russian Grand Prix,wehrlein,Super soft,2,Ultra soft,18,Ultra soft,30,,,,,,,50
2017,Russian Grand Prix,ricciardo,Ultra soft,,,,,,,,,,,,0
2017,Russian Grand Prix,palmer,,,,,,,,,,,,,
2017,Russian Grand Prix,grosjean,,,,,,,,,,,,,
2017,Russian Grand Prix,alonso,,,,,,,,,,,,,
2016,Singapore Grand Prix,rosberg,Ultra soft,16,Soft,17,Soft,28,,,,,,,61
2016,Singapore Grand Prix,ricciardo,Super soft,15,Super soft,17,Soft,15,Super soft,14,,,,,61
2016,Singapore Grand Prix,hamilton,Ultra soft,15,Soft,19,Soft,11,Super soft,16,,,,,61
2016,Singapore Grand Prix,raikkonen,Ultra soft,17,Super soft,16,Soft,13,Ultra soft,15,,,,,61
2016,Singapore Grand Prix,vettel,Soft,24,Ultra soft,18,Ultra soft,19,,,,,,,61
2016,Singapore Grand Prix,verstappen,Super soft,13,Super soft,14,Super soft,17,Soft,17,,,,,61
2016,Singapore Grand Prix,alonso,Ultra soft,14,Super soft,20,Soft,27,,,,,,,61
2016,Singapore Grand Prix,perez,Ultra soft,1,Soft,24,Soft,36,,,,,,,61
2016,Singapore Grand Prix,kvyat,Ultra soft,15,Super soft,22,Super soft,24,,,,,,,61
2016,Singapore Grand Prix,magnussen,Ultra soft,17,Super soft,21,Super soft,23,,,,,,,61
2016,Singapore Grand Prix,gutierrez,Ultra soft,18,Ultra soft,18,Soft,24,,,,,,,60
2016,Singapore Grand Prix,massa,Ultra soft,16,Super soft,12,Ultra soft,15,Ultra soft,17,,,,,60
2016,Singapore Grand Prix,nasr,Super soft,17,Super soft,18,Soft,25,,,,,,,60
2016,Singapore Grand Prix,sainz,Ultra soft,7,Super soft,20,Soft,21,Ultra soft,12,,,,,60
2016,Singapore Grand Prix,palmer,Super soft,11,Super soft,23,Soft,26,,,,,,,60
2016,Singapore Grand Prix,wehrlein,Ultra soft,18,Super soft,18,Ultra soft,24,,,,,,,60
2016,Singapore Grand Prix,ericsson,Ultra soft,8,Super soft,17,Ultra soft,11,Soft,24,,,,,60
2016,Singapore Grand Prix,ocon,Ultra soft,19,Ultra soft,15,Super soft,11,Super soft,14,,,,,59
2016,Singapore Grand Prix,button,Ultra soft,1,Super soft,14,Ultra soft,12,Soft,16,,,,,43
2016,Singapore Grand Prix,bottas,Ultra soft,1,Soft,14,Super soft,15,Ultra soft,2,Ultra soft,,,,32
2016,Singapore Grand Prix,hulkenberg,Soft,,,,,,,,,,,,
2016,Singapore Grand Prix,grosjean,,,,,,,,,,,,,
2017,Singapore Grand Prix,hamilton,Intermediate,29,Ultra soft,29,,,,,,,,,58
2017,Singapore Grand Prix,ricciardo,Intermediate,11,Intermediate,17,Ultra soft,30,,,,,,,58
2017,Singapore Grand Prix,bottas,Intermediate,28,Ultra soft,30,,,,,,,,,58
2017,Singapore Grand Prix,sainz,Intermediate,27,Super soft,31,,,,,,,,,58
2017,Singapore Grand Prix,perez,Wet,11,Intermediate,17,Ultra soft,30,,,,,,,58
2017,Singapore Grand Prix,palmer,Wet,12,Intermediate,17,Ultra soft,29,,,,,,,58
2017,Singapore Grand Prix,vandoorne,Wet,12,Intermediate,15,Ultra soft,31,,,,,,,58
2017,Singapore Grand Prix,stroll,Intermediate,26,Ultra soft,32,,,,,,,,,58
2017,Singapore Grand Prix,grosjean,Intermediate,27,Ultra soft,31,,,,,,,,,58
2017,Singapore Grand Prix,ocon,Wet,11,Intermediate,16,Ultra soft,11,Ultra soft,20,,,,,58
2017,Singapore Grand Prix,massa,Wet,17,Intermediate,7,Ultra soft,13,Ultra soft,21,,,,,58
2017,Singapore Grand Prix,wehrlein,Wet,2,Wet,19,Intermediate,7,Ultra soft,9,,19,,,56
2017,Singapore Grand Prix,magnussen,Wet,11,Intermediate,13,Ultra soft,14,Ultra soft,,,,,,38
2017,Singapore Grand Prix,hulkenberg,Wet,12,Intermediate,16,Ultra soft,10,Ultra soft,,,,,,38
2017,Singapore Grand Prix,ericsson,Wet,2,Wet,11,Intermediate,14,Soft,,,4,,,31
2017,Singapore Grand Prix,kvyat,Intermediate,,,,,,,,,,,,0
2017,Singapore Grand Prix,alonso,Wet,,,,,,,,,,,,0
2017,Singapore Grand Prix,verstappen,Intermediate,,,,,,,,,,,,0
2017,Singapore Grand Prix,vettel,Intermediate,,,,,,,,,,,,0
2017,Singapore Grand Prix,raikkonen,Intermediate,,,,,,,,,,,,0
2016,Spanish Grand Prix,verstappen,Soft,12,Medium,22,Medium,32,,,,,,,66
2016,Spanish Grand Prix,raikkonen,Soft,12,Medium,23,Medium,31,,,,,,,66
2016,Spanish Grand Prix,vettel,Soft,15,Medium,14,Soft,8,Medium,29,,,,,66
2016,Spanish Grand Prix,ricciardo,Soft,11,Medium,17,Soft,15,Medium,22,Super soft,1,,,66
2016,Spanish Grand Prix,bottas,Soft,12,Medium,27,Medium,27,,,,,,,66
2016,Spanish Grand Prix,sainz,Soft,10,Medium,28,Medium,28,,,,,,,66
2016,Spanish Grand Prix,perez,Soft,9,Medium,26,Medium,31,,,,,,,66
2016,Spanish Grand Prix,massa,Soft,8,Medium,17,Soft,16,Medium,25,,,,,66
2016,Spanish Grand Prix,button,Soft,10,Medium,26,Medium,29,,,,,,,65
2016,Spanish Grand Prix,kvyat,Soft,9,Medium,16,Medium,26,Soft,14,,,,,65
2016,Spanish Grand Prix,gutierrez,Soft,16,Soft,14,Medium,35,,,,,,,65
2016,Spanish Grand Prix,ericsson,Soft,9,Soft,15,Medium,16,Medium,25,,,,,65
2016,Spanish Grand Prix,palmer,Soft,11,Medium,22,Hard,32,,,,,,,65
2016,Spanish Grand Prix,nasr,Soft,12,Medium,24,Medium,29,,,,,,,65
2016,Spanish Grand Prix,magnussen,Soft,10,Medium,20,Hard,25,Soft,10,,,,,65
2016,Spanish Grand Prix,wehrlein,Soft,11,Medium,22,Medium,32,,,,,,,65
2016,Spanish Grand Prix,haryanto,Medium,22,Medium,26,Soft,17,,,,,,,65
2016,Spanish Grand Prix,grosjean,Soft,15,Soft,14,Medium,8,Soft,,,,,,37
2016,Spanish Grand Prix,alonso,Soft,11,Medium,28,Medium,,,,,,,,39
2016,Spanish Grand Prix,hulkenberg,Soft,10,Medium,,,,,,,,,,10
2016,Spanish Grand Prix,hamilton,Soft,,,,,,,,,,,,0
2016,Spanish Grand Prix,rosberg,Soft,,,,,,,,,,,,0
2017,Spanish Grand Prix,hamilton,Soft,21,Medium,15,Soft,30,,,,,,,66
2017,Spanish Grand Prix,vettel,Soft,14,Soft,23,Medium,29,,,,,,,66
2017,Spanish Grand Prix,ricciardo,Soft,21,Medium,17,Soft,28,,,,,,,66
2017,Spanish Grand Prix,perez,Soft,18,Soft,16,Medium,31,,,,,,,65
2017,Spanish Grand Prix,ocon,Soft,16,Soft,18,Medium,31,,,,,,,65
2017,Spanish Grand Prix,hulkenberg,Soft,15,Soft,18,Medium,32,,,,,,,65
2017,Spanish Grand Prix,wehrlein,Soft,33,Medium,32,,,,,,,,,65
2017,Spanish Grand Prix,sainz,Soft,13,Soft,21,Medium,31,,,,,,,65
2017,Spanish Grand Prix,kvyat,Medium,1,Soft,32,Soft,32,,,,,,,65
2017,Spanish Grand Prix,grosjean,Soft,19,Soft,15,Medium,31,,,,,,,65
2017,Spanish Grand Prix,ericsson,Soft,18,Soft,14,Medium,32,,,,,,,64
2017,Spanish Grand Prix,alonso,Soft,12,Soft,19,Medium,20,Soft,13,,,,,64
2017,Spanish Grand Prix,massa,Soft,1,Soft,12,Soft,20,Medium,31,,,,,64
2017,Spanish Grand Prix,magnussen,Soft,13,Soft,20,Medium,30,Soft,1,,,,,64
2017,Spanish Grand Prix,palmer,Medium,2,Soft,19,Soft,21,Soft,22,,,,,64
2017,Spanish Grand Prix,stroll,Soft,12,Soft,21,Medium,31,,,,,,,64
2017,Spanish Grand Prix,bottas,Soft,26,Medium,,,,,,,,,,26
2017,Spanish Grand Prix,vandoorne,Medium,12,Soft,,,,,,,,,,12
2017,Spanish Grand Prix,verstappen,Soft,,,,,,,,,,,,0
2017,Spanish Grand Prix,raikkonen,,,,,,,,,,,,,0
2016,United States Grand Prix,hamilton,Soft,11,Soft,20,Medium,25,,,,,,,56
2016,United States Grand Prix,rosberg,Soft,10,Medium,21,Medium,25,,,,,,,56
2016,United States Grand Prix,ricciardo,Super soft,8,Soft,17,Medium,31,,,,,,,56
2016,United States Grand Prix,vettel,Super soft,14,Soft,15,Medium,24,Super soft,3,,,,,56
2016,United States Grand Prix,alonso,Soft,11,Medium,19,Medium,26,,,,,,,56
2016,United States Grand Prix,sainz,Super soft,11,Soft,19,Soft,26,,,,,,,56
2016,United States Grand Prix,massa,Super soft,11,Soft,18,Medium,25,Super soft,1,,,,,55
2016,United States Grand Prix,perez,Super soft,10,Medium,17,Medium,28,,,,,,,55
2016,United States Grand Prix,button,Super soft,10,Medium,18,Medium,27,,,,,,,55
2016,United States Grand Prix,grosjean,Super soft,10,Soft,17,Medium,28,,,,,,,55
2016,United States Grand Prix,magnussen,Soft,13,Soft,14,Medium,16,Super soft,12,,,,,55
2016,United States Grand Prix,kvyat,Soft,21,Medium,34,,,,,,,,,55
2016,United States Grand Prix,palmer,Soft,15,Soft,11,Medium,29,,,,,,,55
2016,United States Grand Prix,ericsson,Soft,17,Medium,38,,,,,,,,,55
2016,United States Grand Prix,nasr,Medium,29,Soft,26,,,,,,,,,55
2016,United States Grand Prix,bottas,Super soft,1,Soft,19,Medium,35,,,,,,,55
2016,United States Grand Prix,wehrlein,Soft,13,Medium,17,Medium,25,,,,,,,55
2016,United States Grand Prix,ocon,Medium,17,Soft,9,Soft,18,Super soft,10,,,,,54
2016,United States Grand Prix,raikkonen,Super soft,8,Soft,16,Super soft,,,,,,,,24
2016,United States Grand Prix,verstappen,Soft,9,Soft,17,Medium,,,,,,,,26
2016,United States Grand Prix,gutierrez,Soft,13,Soft,,,,,,,,,,13
2016,United States Grand Prix,hulkenberg,Super soft,,,,,,,,,,,,0
2017,United States Grand Prix,hamilton,Ultra soft,19,Soft,37,,,,,,,,,56
2017,United States Grand Prix,vettel,Ultra soft,16,Soft,22,Super soft,18,,,,,,,56
2017,United States Grand Prix,raikkonen,Ultra soft,20,Soft,36,,,,,,,,,56
2017,United States Grand Prix,verstappen,Super soft,24,Soft,13,Super soft,19,,,,,,,56
2017,United States Grand Prix,bottas,Ultra soft,18,Soft,34,Ultra soft,4,,,,,,,56
2017,United States Grand Prix,ocon,Ultra soft,14,Soft,42,,,,,,,,,56
2017,United States Grand Prix,sainz,Ultra soft,19,Soft,37,,,,,,,,,56
2017,United States Grand Prix,perez,Ultra soft,12,Soft,43,,,,,,,,,55
2017,United States Grand Prix,massa,Super soft,29,Ultra soft,26,,,,,,,,,55
2017,United States Grand Prix,kvyat,Ultra soft,17,Soft,38,,,,,,,,,55
2017,United States Grand Prix,stroll,Super soft,10,Soft,26,Ultra soft,19,,,,,,,55
2017,United States Grand Prix,vandoorne,Super soft,25,Ultra soft,30,,,,,,,,,55
2017,United States Grand Prix,hartley,Ultra soft,8,Super soft,27,Super soft,20,,,,,,,55
2017,United States Grand Prix,grosjean,Ultra soft,16,Soft,39,,,,,,,,,55
2017,United States Grand Prix,ericsson,Super soft,21,Soft,34,,,,,,,,,55
2017,United States Grand Prix,magnussen,Super soft,1,Soft,48,Ultra soft,6,,,,,,,55
2017,United States Grand Prix,alonso,Ultra soft,14,Soft,,,,,,,,,,14
2017,United States Grand Prix,ricciardo,Ultra soft,12,Super soft,,,,,,,,,,12
2017,United States Grand Prix,wehrlein,Soft,3,Soft,,,,,,,,,,3
2017,United States Grand Prix,hulkenberg,Ultra soft,,,,,,,,,,,,0